his_train_loss,his_train_acc,his_val_loss,his_val_acc,his_test_acc
0.0177951343357563,0.982246994972229,0.0236489847302436,0.9762192964553832,0.064
0.0177892483770847,0.9822554588317872,0.0238332618027925,0.9760451912879944,0.03
0.0177838765084743,0.9822615385055542,0.0234263781458139,0.9763200879096984,0.064
0.0177772473543882,0.9822630882263184,0.0237857531756162,0.976103663444519,0.04
0.0177765842527151,0.9822689294815063,0.0236236173659563,0.976213812828064,0.054
0.017771853134036,0.982274055480957,0.0236938260495662,0.9762486815452576,0.042
0.0177657976746559,0.982278048992157,0.0239234734326601,0.9760451912879944,0.028
0.017764862626791,0.9822806119918824,0.0236334856599569,0.9762701988220216,0.026
0.0177604537457227,0.9822829365730286,0.0237293858081102,0.976182758808136,0.036
0.0177614632993936,0.9822867512702942,0.0237614680081605,0.9761779308319092,0.02
0.0177560411393642,0.982286274433136,0.0237940959632396,0.9760989546775818,0.044
0.0177596900612115,0.9822889566421508,0.0234508626163005,0.976304531097412,0.076
0.0177544318139553,0.9822923541069032,0.023715915158391,0.9761931300163268,0.038
0.0177497453987598,0.9822937846183776,0.0236577820032835,0.9761638045310974,0.07
0.0177508648484945,0.9822953343391418,0.0237992461770772,0.9761199951171876,0.018
0.0177487023174762,0.982297420501709,0.0237710457295179,0.9760998487472534,0.052
0.0177460182458162,0.9822977781295776,0.0237762592732906,0.976124346256256,0.026
0.0177346989512443,0.9823037385940552,0.0239229369908571,0.9761371612548828,0.006
0.0177297852933406,0.9823080897331238,0.0236499477177858,0.9763263463974,0.016
0.0177271999418735,0.9823118448257446,0.0240866411477327,0.9760632514953612,0.02
0.0177265740931034,0.9823135137557985,0.0241889134049415,0.97599595785141,0.016
0.017725957557559,0.9823139905929564,0.0242442823946476,0.9759586453437804,0.016
0.0177259966731071,0.9823128581047058,0.02399224601686,0.9760867357254028,0.022
0.017724335193634,0.9823138117790222,0.0241716429591178,0.9759530425071716,0.03
0.0177238248288631,0.9823152422904968,0.0242733340710401,0.9759092330932616,0.026
0.0177365858107805,0.982312798500061,0.0238376390188932,0.9761627316474916,0.04
0.0177342556416988,0.982312023639679,0.0237629748880863,0.9761550426483154,0.044
0.0177378915250301,0.9823104739189148,0.0236991085112094,0.9762298464775084,0.036
0.0177376493811607,0.9823102951049804,0.0236876104027032,0.9761382937431335,0.07
0.0177346058189868,0.9823106527328492,0.0237394161522388,0.9761594533920288,0.058
0.0177350901067256,0.9823142886161804,0.0235548764467239,0.9763152599334716,0.068
0.0177356638014316,0.9823118448257446,0.0236280858516693,0.976186752319336,0.054
0.0177346747368574,0.9823139309883118,0.0236506592482328,0.9761418104171752,0.048
0.0177338067442178,0.9823116064071656,0.0236615519970655,0.9761456847190856,0.054
0.0177340935915708,0.982312023639679,0.0237094145268201,0.9761807322502136,0.052
0.0177325475960969,0.982312023639679,0.0237522441893816,0.9761485457420348,0.03
0.0177360959351062,0.9823132753372192,0.0235983077436685,0.976188898086548,0.06
0.017731674015522,0.98231440782547,0.0237421747297048,0.9761402010917664,0.042
0.0177318416535854,0.9823153614997864,0.0237686820328235,0.9761367440223694,0.044
0.017730426043272,0.9823144674301147,0.023841205984354,0.9760884046554564,0.048
0.0177324395626783,0.9823161959648132,0.0236044358462095,0.9761861562728882,0.046
0.0177294798195362,0.9823158979415894,0.023933783173561,0.9760456681251526,0.018
0.0177303664386272,0.9823174476623536,0.0237051770091056,0.976130485534668,0.04
0.0177286658436059,0.9823182225227356,0.0237690731883049,0.9761644005775452,0.028
0.0177311990410089,0.982316792011261,0.0235516410320997,0.9762170910835266,0.06
0.0177294518798589,0.9823158383369446,0.0236782971769571,0.9761475324630736,0.046
0.0177285782992839,0.9823192358016968,0.0237507577985525,0.9761502742767334,0.034
0.0177289452403783,0.9823169708251952,0.0235243085771799,0.9762550592422484,0.062
0.0177277866750955,0.9823176264762878,0.0237068701535463,0.9760985374450684,0.042
0.0177268497645854,0.9823177456855774,0.0236638188362121,0.9761677384376526,0.044
0.0177274979650974,0.9823185205459596,0.0236508473753929,0.9760762453079224,0.07
0.0177241265773773,0.9823185801506042,0.0239049978554248,0.9760730862617492,0.024
0.017728354781866,0.982318878173828,0.0236767549067735,0.9761855602264404,0.054
0.0177253223955631,0.9823174476623536,0.0237877946346998,0.9761493802070618,0.034
0.0177261084318161,0.982319951057434,0.0238526798784732,0.976086437702179,0.028
0.0177255365997552,0.9823196530342102,0.0238216817378997,0.976062536239624,0.02
0.0177260152995586,0.982319474220276,0.0237083490937948,0.976150393486023,0.048
0.0177262406796216,0.9823220372200012,0.0236677229404449,0.976107895374298,0.062
0.0177257470786571,0.9823211431503296,0.0236074775457382,0.9761722683906556,0.052
0.0177240371704101,0.982321560382843,0.0237064324319362,0.9761211276054382,0.048
0.0177165661007165,0.982319712638855,0.0239906422793865,0.9760158658027648,0.016
0.0177152026444673,0.982323169708252,0.0239859670400619,0.9760159850120544,0.036
0.0177143029868602,0.9823233485221864,0.0241718050092458,0.9758867025375366,0.02
0.0177146680653095,0.982323169708252,0.023895289748907,0.9760400056838988,0.084
0.0177154820412397,0.982322871685028,0.0241051241755485,0.9759491682052612,0.024
0.0177135970443487,0.9823240041732788,0.0242046788334846,0.9758538603782654,0.024
0.0177145935595035,0.9823240041732788,0.0240398757159709,0.9759538769721984,0.078
0.0177133623510599,0.9823232889175416,0.0241378750652074,0.9759156107902528,0.04
0.0177151281386613,0.9823229908943176,0.0242057610303163,0.9758500456809998,0.04
0.0177131406962871,0.9823230504989624,0.024298096075654,0.9758633971214294,0.016
0.0177136771380901,0.9823225140571594,0.0241680797189474,0.9759476184844972,0.042
0.0177129339426755,0.9823254346847534,0.0242897495627403,0.9758569598197936,0.032
0.0177148170769214,0.9823238253593444,0.024036007001996,0.975929856300354,0.074
0.0177139677107334,0.9823223352432252,0.0242032166570425,0.9759041666984558,0.06
0.0177125744521617,0.9823253750801086,0.0242875143885612,0.97584068775177,0.014
0.0177134275436401,0.9823234677314758,0.0243371985852718,0.9758368730545044,0.024
0.0177139993757009,0.9823237657546996,0.0242121405899524,0.975854992866516,0.034
0.0177138838917017,0.9823233485221864,0.0242591388523578,0.9759482145309448,0.046
0.0177121981978416,0.9823235273361206,0.0242658369243145,0.9758819937705994,0.03
0.0177145190536975,0.9823236465454102,0.0240193549543619,0.9759819507598876,0.128
0.0177128128707408,0.982323169708252,0.024174328893423,0.9759047031402588,0.046
0.0177133474498987,0.9823229908943176,0.0241777133196592,0.9758841395378112,0.054
0.0177125893533229,0.9823248982429504,0.0242486670613288,0.9758906960487366,0.04
0.017713164910674,0.982323944568634,0.0242610909044742,0.975862979888916,0.02
0.0177123472094535,0.9823247790336608,0.0241680983453989,0.9759564399719238,0.048
0.0177122764289379,0.9823237657546996,0.02424768358469,0.9758502840995787,0.038
0.0177129041403532,0.9823238253593444,0.0241325329989194,0.9759498834609984,0.022
0.0177112985402345,0.9823243021965028,0.0243169609457254,0.9758318066596984,0.02
0.0177122876048088,0.9823253750801086,0.0242129694670438,0.9758548736572266,0.05
0.0177108608186244,0.9823234677314758,0.0243346393108367,0.9758337140083312,0.032
0.0177123788744211,0.9823256731033324,0.0241472870111465,0.9759182333946228,0.056
0.0177121348679065,0.9823244214057922,0.0242049861699342,0.9758676290512084,0.04
0.0177112575620412,0.9823260307312012,0.0242301151156425,0.975864052772522,0.02
0.0177117921411991,0.9823261499404908,0.0242609065026044,0.9758598208427428,0.03
0.0177112724632024,0.9823253750801086,0.024107776582241,0.9758846759796144,0.05
0.0177109409123659,0.9823261499404908,0.0242275521159172,0.9758382439613342,0.036
0.0177101716399192,0.9823265075683594,0.0243492815643548,0.9758085012435912,0.018
0.0177100785076618,0.9823258519172668,0.0244204048067331,0.97578626871109,0.028
0.0177107509225606,0.9823262095451356,0.0242412146180868,0.9758774638175964,0.046
0.0177114941179752,0.9823266863822936,0.0242695305496454,0.9758310914039612,0.048
0.017709931358695,0.9823257327079772,0.0243749972432851,0.975789189338684,0.028
0.0177115052938461,0.9823269844055176,0.0242551788687706,0.9759134650230408,0.054
0.0177100095897912,0.9823274612426758,0.0242415387183427,0.9758692979812622,0.028
0.0177104379981756,0.9823268055915833,0.024276727810502,0.9758450388908386,0.028
0.0177097283303737,0.9823258519172668,0.0243693068623542,0.9757391810417176,0.026
0.0177103690803051,0.9823261499404908,0.0243192426860332,0.9758332371711732,0.032
0.017711067572236,0.9823266267776488,0.0241235997527837,0.97590434551239,0.05
0.017713114619255,0.9823259115219116,0.0238753836601972,0.9760053753852844,0.1
0.0177102517336606,0.9823250770568848,0.0242444239556789,0.9758424162864684,0.036
0.0177109204232692,0.9823251962661744,0.0239643808454275,0.976045310497284,0.052
0.0177093166857957,0.9823261499404908,0.0243105944246053,0.9758040308952332,0.036
0.0177093036472797,0.9823257327079772,0.0244049523025751,0.9758050441741944,0.03
0.0177093911916017,0.982328236103058,0.0244595315307378,0.9757444858551024,0.024
0.0177103541791439,0.9823256731033324,0.0242741890251636,0.9758571982383728,0.046
0.0177101157605648,0.9823249578475952,0.024271035566926,0.9758630990982056,0.046
0.0177091769874095,0.9823273420333862,0.0243960004299879,0.9757896065711976,0.038
0.0177099965512752,0.9823273420333862,0.0243828650563955,0.9757763147354126,0.044
0.0177101138979196,0.982327163219452,0.0242831781506538,0.97584468126297,0.044
0.0177107565104961,0.9823278188705444,0.0241697113960981,0.9758910536766052,0.076
0.0177090596407651,0.9823265075683594,0.0243865214288234,0.9757754802703856,0.054
0.0177089888602495,0.9823259115219116,0.0244611036032438,0.9757714867591858,0.028
0.0177089907228946,0.9823252558708192,0.0243990942835807,0.9758080244064332,0.03
0.0177089869976043,0.982328236103058,0.0245281811803579,0.9757201075553894,0.028
0.0177095606923103,0.982326328754425,0.0244212765246629,0.9757474660873412,0.036
0.0177108123898506,0.9823269844055176,0.0241359900683164,0.9759190082550048,0.096
0.0177089292556047,0.9823266863822936,0.0243839919567108,0.9758450388908386,0.032
0.0177097171545028,0.9823272824287416,0.0242893751710653,0.975821018218994,0.056
0.0177102405577898,0.9823277592658995,0.0242920480668544,0.9758580327033995,0.048
0.0177088864147663,0.982328236103058,0.0244020950049161,0.975774884223938,0.038
0.0177096221596002,0.9823252558708192,0.0240192003548145,0.9760165810585022,0.084
0.0177087821066379,0.9823262095451356,0.0243953429162502,0.9757871031761168,0.038
0.0177087150514125,0.982327163219452,0.0244120880961418,0.9758077263832092,0.036
0.0177096091210842,0.9823259115219116,0.0243296921253204,0.975824236869812,0.056
0.0177086815237998,0.9823257327079772,0.0244009029120206,0.9757840037345886,0.058
0.01771077886223793,0.982326865196228,0.02428554929792881,0.9758484959602356,0.044
0.017708508297801018,0.9823269844055176,0.024398822337388992,0.9757720828056335,0.04
0.01770937629044056,0.9823268055915833,0.024315251037478447,0.9758028984069824,0.062
0.01770848035812378,0.9823248982429504,0.024408772587776184,0.9758302569389343,0.04
0.01770922541618347,0.9823282361030579,0.024332836270332336,0.9758332967758179,0.052
0.017708322033286095,0.9823271036148071,0.024399420246481895,0.9757978320121765,0.044
0.01770937442779541,0.9823284149169922,0.024411018937826157,0.9757946133613586,0.042
0.017708292230963707,0.9823265075683594,0.024485880509018898,0.9757617115974426,0.028
0.017709221690893173,0.982326865196228,0.024188289418816566,0.9758715629577637,0.074
0.01771053671836853,0.9823280572891235,0.024149954319000244,0.9759437441825867,0.062
0.01770816370844841,0.9823261499404907,0.02435496263206005,0.9758356213569641,0.024
0.01770850457251072,0.9823282361030579,0.024520551785826683,0.9757209420204163,0.026
0.017708273604512215,0.9823265075683594,0.02442971244454384,0.9757609963417053,0.032
0.01770905777812004,0.9823287129402161,0.024189675226807594,0.9759398698806763,0.056
0.01770980842411518,0.982327938079834,0.02409031242132187,0.9759155511856079,0.076
