his_train_loss,his_train_acc,his_val_loss,his_val_acc
5.764494057498472e-21,1.0,1.8698232202010664e-35,1.0
2.7836250302681058e-28,1.0,1.8698232202010664e-35,1.0
9.654478101297443e-21,1.0,1.8698232202010664e-35,1.0
5.2195301498319014e-27,1.0,1.8698232202010664e-35,1.0
3.5398259577143005e-25,1.0,1.8698232202010664e-35,1.0
2.4665499968501263e-20,1.0,1.8698232202010664e-35,1.0
4.844356953638783e-23,1.0,1.8698232202010664e-35,1.0
3.672736041904428e-21,1.0,1.8698232202010664e-35,1.0
1.6127471360262234e-24,1.0,1.8698232202010664e-35,1.0
4.923518121611223e-32,1.0,1.8698232202010664e-35,1.0
1.259901288030356e-21,1.0,1.8698232202010664e-35,1.0
8.553575250189463e-23,1.0,1.8698232202010664e-35,1.0
3.7533747955811874e-25,1.0,1.8698232202010664e-35,1.0
4.35963348181668e-23,1.0,1.8698232202010664e-35,1.0
2.580479510214454e-23,1.0,1.8698232202010664e-35,1.0
9.412771086010395e-18,1.0,1.8698232202010664e-35,1.0
2.295675984012124e-26,1.0,1.8698232202010664e-35,1.0
7.060099886275278e-33,1.0,1.8698232202010664e-35,1.0
1.9577727886052483e-29,1.0,1.8698232202010664e-35,1.0
1.6608993146309966e-32,1.0,1.8698232202010664e-35,1.0
3.2103551556456508e-22,1.0,1.8698232202010664e-35,1.0
2.7957467139304225e-25,1.0,1.8698232202010664e-35,1.0
8.467197110992206e-25,1.0,1.8698232202010664e-35,1.0
9.666571999495507e-33,1.0,1.8698232202010664e-35,1.0
3.741284546947423e-28,1.0,1.8698232202010664e-35,1.0
2.1359917252746593e-30,1.0,1.8698232202010664e-35,1.0
4.155693247848854e-22,1.0,1.8698232202010664e-35,1.0
7.665777170893102e-31,1.0,1.8698232202010664e-35,1.0
1.496943734490805e-28,1.0,1.8698232202010664e-35,1.0
3.1924461517936946e-29,1.0,1.8698232202010664e-35,1.0
6.704587766929678e-28,1.0,1.8698232202010664e-35,1.0
1.5995436468337073e-21,1.0,1.8698232202010664e-35,1.0
1.4780385854451283e-24,1.0,1.8698232202010664e-35,1.0
8.855874795451388e-25,1.0,1.8698232202010664e-35,1.0
4.837872037370436e-21,1.0,1.8698232202010664e-35,1.0
2.3562746702145125e-23,1.0,1.8698232202010664e-35,1.0
2.9330627456261125e-24,1.0,1.8698232202010664e-35,1.0
1.4928017814041572e-27,1.0,1.8698232202010664e-35,1.0
1.0929380493089416e-26,1.0,1.8698232202010664e-35,1.0
2.2227306940336773e-26,1.0,1.8698232202010664e-35,1.0
1.2562809592116943e-20,1.0,1.8698232202010664e-35,1.0
6.19892754149702e-26,1.0,1.8698232202010664e-35,1.0
3.237132767023255e-30,1.0,1.8698232202010664e-35,1.0
7.218769016598473e-20,1.0,1.8698232202010664e-35,1.0
4.834029499924649e-32,1.0,1.8698232202010664e-35,1.0
2.109684191320204e-35,1.0,1.8698232202010664e-35,1.0
3.333086715881562e-21,1.0,1.8698232202010664e-35,1.0
1.6125865039088534e-20,1.0,1.8698232202010664e-35,1.0
1.805402744758555e-27,1.0,1.8698232202010664e-35,1.0
5.320180812272544e-23,1.0,1.8698232202010664e-35,1.0
1.5625783927711419e-25,1.0,1.8698232202010664e-35,1.0
2.7139714848626604e-34,1.0,1.8698232202010664e-35,1.0
3.622428187841995e-28,1.0,1.8698232202010664e-35,1.0
1.8093649905257982e-29,1.0,1.8698232202010664e-35,1.0
1.0381969958322332e-27,1.0,1.8698232202010664e-35,1.0
2.4687810416141417e-34,1.0,1.8698232202010664e-35,1.0
1.607634738040664e-26,1.0,1.8698232202010664e-35,1.0
7.015693591277291e-20,1.0,1.8698232202010664e-35,1.0
4.837596579764107e-21,1.0,1.8698232202010664e-35,1.0
4.290579300981587e-31,1.0,1.8698232202010664e-35,1.0
1.8470693419609824e-22,1.0,1.8698232202010664e-35,1.0
